"","Site","Quadrat","date","meanT7","meanT14","meanT21","meanT28","meanT35","meanT42","meanRH7","meanRH14","meanRH21","meanRH28","meanRH35","meanRH42","VisSky","Grid","Rachis","Diameter","Vegetation","Year","daynumber","r","area","sumareaqmm","sumareaqum"
"34","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,3,247.185,"Moss",18,177,123.5925,47988.16097,3.03879549747631,3038795.49747631
"35","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,3,453.48,"Moss",18,177,226.74,161512.5066,3.03879549747631,3038795.49747631
"36","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,3,292.665,"Moss",18,177,146.3325,67271.55356,3.03879549747631,3038795.49747631
"37","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,2,219.955,"Moss",18,177,109.9775,37997.72182,3.03879549747631,3038795.49747631
"38","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,8,244.845,"Moss",18,177,122.4225,47083.89264,3.03879549747631,3038795.49747631
"39","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,2,239.79,"Moss",18,177,119.895,45159.80071,3.03879549747631,3038795.49747631
"40","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,5,300.57,"Moss",18,177,150.285,70954.69605,3.03879549747631,3038795.49747631
"41","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,4,420.22,"Moss",18,177,210.11,138689.4156,3.03879549747631,3038795.49747631
"42","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,4,396.505,"Moss",18,177,198.2525,123477.3265,3.03879549747631,3038795.49747631
"43","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,3,361.645,"Moss",18,177,180.8225,102719.9529,3.03879549747631,3038795.49747631
"44","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,3,333.775,"Moss",18,177,166.8875,87497.87193,3.03879549747631,3038795.49747631
"45","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,7,263.06,"Moss",18,177,131.53,54349.99556,3.03879549747631,3038795.49747631
"46","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,1,377.79,"Moss",18,177,188.895,112096.176,3.03879549747631,3038795.49747631
"47","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,4,206.205,"Moss",18,177,103.1025,33395.5242,3.03879549747631,3038795.49747631
"48","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,1,209.6,"Moss",18,177,104.8,34504.23778,3.03879549747631,3038795.49747631
"49","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,1,249.245,"Moss",18,177,124.6225,48791.3451,3.03879549747631,3038795.49747631
"50","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,5,329.875,"Moss",18,177,164.9375,85465.07692,3.03879549747631,3038795.49747631
"51","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,8,368.51,"Moss",18,177,184.255,106656.7722,3.03879549747631,3038795.49747631
"52","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,8,331.215,"Moss",18,177,165.6075,86160.83021,3.03879549747631,3038795.49747631
"53","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,3,505.005,"Moss",18,177,252.5025,200300.1329,3.03879549747631,3038795.49747631
"54","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,2,263.36,"Moss",18,177,131.68,54474.03035,3.03879549747631,3038795.49747631
"55","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,7,343.935,"Moss",18,177,171.9675,92905.75738,3.03879549747631,3038795.49747631
"56","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,2,200.455,"Moss",18,177,100.2275,31559.0316,3.03879549747631,3038795.49747631
"57","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,1,247.26,"Moss",18,177,123.63,48017.28618,3.03879549747631,3038795.49747631
"58","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,1,412.045,"Moss",18,177,206.0225,133345.75,3.03879549747631,3038795.49747631
"59","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,2,248.06,"Moss",18,177,124.03,48328.50492,3.03879549747631,3038795.49747631
"60","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,1,221.165,"Moss",18,177,110.5825,38416.93217,3.03879549747631,3038795.49747631
"61","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,2,319.595,"Moss",18,177,159.7975,80221.32555,3.03879549747631,3038795.49747631
"62","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,2,263.41,"Moss",18,177,131.705,54494.71656,3.03879549747631,3038795.49747631
"63","Carmarthenshire","B","26/06/2018",14.67617063,14.26119213,14.70972332,15.00915096,15.00767659,14.55494874,80.60820437,87.29003472,87.77722112,88.60178241,89.08071296,87.08087687,0.038,17,2,204.56,"Moss",18,177,102.28,32864.82404,3.03879549747631,3038795.49747631
"64","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,3,390.605,"Moss",18,191,195.3025,119829.9775,9.60944512436184,9609445.12436184
"65","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,4,513.465,"Moss",18,191,256.7325,207067.3247,9.60944512436184,9609445.12436184
"66","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,5,553.165,"Moss",18,191,276.5825,240325.1756,9.60944512436184,9609445.12436184
"67","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,3,268.8,"Moss",18,191,134.4,56747.71908,9.60944512436184,9609445.12436184
"68","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,7,565.31,"Moss",18,191,282.655,250993.9292,9.60944512436184,9609445.12436184
"69","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,5,356.76,"Moss",18,191,178.38,99963.66994,9.60944512436184,9609445.12436184
"70","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,3,244.62,"Moss",18,191,122.31,46997.39703,9.60944512436184,9609445.12436184
"71","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,2,463.86,"Moss",18,191,231.93,168991.0595,9.60944512436184,9609445.12436184
"72","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,3,279.635,"Moss",18,191,139.8175,61414.78526,9.60944512436184,9609445.12436184
"73","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,2,210.21,"Moss",18,191,105.105,34705.36576,9.60944512436184,9609445.12436184
"74","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,3,470.2,"Moss",18,191,235.1,173642.1406,9.60944512436184,9609445.12436184
"75","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,2,674.275,"Moss",18,191,337.1375,357078.7426,9.60944512436184,9609445.12436184
"76","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,2,337.12,"Moss",18,191,168.56,89260.41833,9.60944512436184,9609445.12436184
"77","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,8,1211.765,"Moss",18,191,605.8825,1153258.569,9.60944512436184,9609445.12436184
"78","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,3,314.44,"Moss",18,191,157.22,77654.29059,9.60944512436184,9609445.12436184
"79","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,7,322.895,"Moss",18,191,161.4475,81886.54009,9.60944512436184,9609445.12436184
"80","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,2,325.865,"Moss",18,191,162.9325,83399.85878,9.60944512436184,9609445.12436184
"81","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,2,335.51,"Moss",18,191,167.755,88409.88372,9.60944512436184,9609445.12436184
"82","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,5,409.385,"Moss",18,191,204.6925,131629.652,9.60944512436184,9609445.12436184
"83","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,7,576.115,"Moss",18,191,288.0575,260680.321,9.60944512436184,9609445.12436184
"84","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,4,339.795,"Moss",18,191,169.8975,90682.57619,9.60944512436184,9609445.12436184
"85","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,6,257.845,"Moss",18,191,128.9225,52216.44607,9.60944512436184,9609445.12436184
"86","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,1,945.545,"Moss",18,191,472.7725,702189.4275,9.60944512436184,9609445.12436184
"87","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,5,367.815,"Moss",18,191,183.9075,106254.8479,9.60944512436184,9609445.12436184
"88","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,5,267.325,"Moss",18,191,133.6625,56126.63848,9.60944512436184,9609445.12436184
"89","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,8,742.76,"Moss",18,191,371.38,433298.2115,9.60944512436184,9609445.12436184
"90","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,4,555.46,"Moss",18,191,277.73,242323.4598,9.60944512436184,9609445.12436184
"91","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,4,697.51,"Moss",18,191,348.755,382112.0716,9.60944512436184,9609445.12436184
"92","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,7,395.705,"Moss",18,191,197.8525,122979.5663,9.60944512436184,9609445.12436184
"93","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,5,304.72,"Moss",18,191,152.36,72927.57972,9.60944512436184,9609445.12436184
"94","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,1,205.64,"Moss",18,191,102.82,33212.76799,9.60944512436184,9609445.12436184
"95","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,1,1030.47,"Moss",18,191,515.235,833989.5075,9.60944512436184,9609445.12436184
"96","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,2,210.645,"Moss",18,191,105.3225,34849.15011,9.60944512436184,9609445.12436184
"97","Carmarthenshire","B","10/07/2018",18.70155093,18.87330522,17.47426036,16.56724868,16.37515608,16.29720238,75.78265212,71.62013889,74.61616071,79.45508681,81.31438823,82.94123457,0.038,18,3,365.905,"Moss",18,191,182.9525,105154.1869,9.60944512436184,9609445.12436184
